encrypt,242,27.0663,8941.007821534527,71528.06257227622,57.72456240163735
decrypt,512,30.8167,16614.36818348493,132914.94546787944,48.47290946036079
encrypt,242,27.499,8800.320011636788,70402.5600930943,58.45676530890561
decrypt,512,25.7591,19876.470839431502,159011.76671545202,59.78641602876408
encrypt,242,27.1413,8916.300987793511,71330.40790234809,57.568031597020095
decrypt,512,25.4681,20103.580557638772,160828.64446111018,60.55356616906168
encrypt,242,26.4481,9149.99565186157,73199.96521489257,59.07707431423332
decrypt,512,26.7675,19127.67348463622,153021.38787708976,56.99987685674301
encrypt,242,25.7984,9380.426693128256,75043.41354502605,60.564832472828186
decrypt,512,25.2929,20242.834945775296,161942.67956620237,61.044932977547184
