encrypt,354,71.8396,4927.644363275965,39421.15490620772,88.74527784505486
decrypt,768,61.5207,12483.603079938948,99868.82463951159,84.54568875445486
encrypt,354,57.4523,6161.633215728526,49293.06572582821,84.392664561743075
decrypt,768,61.1576,12557.719727392834,100461.75781914267,85.79153528589539
encrypt,354,55.2066,6412.276792992142,51298.214343937136,84.9075571801453
decrypt,768,53.9913,14224.513949469638,113796.1115957571,81.07373925211274
encrypt,354,54.7264,6468.541691030288,51748.33352824231,85.65257670359549
decrypt,768,59.5884,12888.414523632116,103107.31618905693,86.079003106113586
encrypt,354,52.5542,6735.903124774042,53887.22499819234,84.461516506516986
decrypt,768,53.5451,14343.049130546025,114744.3930443682,86.05494876870341

