encrypt,242,1960.3602202408001,15682.881761926401,0.0
decrypt,242,15682.881761926401,15682.881761926401,0.0
encrypt,242,5827.0287450699,46616.2299605592,0.0
decrypt,242,46616.2299605592,46616.2299605592,0.0
encrypt,242,13989.005335476002,111912.04268380802,0.0
decrypt,242,111912.04268380802,111912.04268380802,0.0
encrypt,242,13516.079666677837,108128.6373334227,0.0
decrypt,242,108128.6373334227,108128.6373334227,0.0
encrypt,242,15519.087836754587,124152.70269403669,0.0
decrypt,242,124152.70269403669,124152.70269403669,0.0
