encrypt,354,2310.7456854657357,18485.965483725886,0.0
decrypt,354,18485.965483725886,18485.965483725886,0.0
encrypt,354,6585.348158427851,52682.785267422805,0.0
decrypt,354,52682.785267422805,52682.785267422805,0.0
encrypt,354,14743.979541687144,117951.83633349715,0.0
decrypt,354,117951.83633349715,117951.83633349715,0.0
encrypt,354,12468.915767895009,99751.32614316007,0.0
decrypt,354,99751.32614316007,99751.32614316007,0.0
encrypt,354,16587.40013588548,132699.20108708384,0.0
decrypt,354,132699.20108708384,132699.20108708384,0.0
