encrypt,99,831.5016499848398,6652.0131998787180,0.0
decrypt,99,6652.013199878718,6652.013199878718,0.0
encrypt,99,1651.2108879845218,13209.687103876175,20.0
decrypt,99,13209.687103876175,13209.687103876175,0.0
encrypt,99,4792.0307077200105,38336.245661760084,0.0
decrypt,99,38336.245661760084,38336.245661760084,0.0
encrypt,99,5503.852696887821,44030.82157510257,0.0
decrypt,99,44030.82157510257,44030.82157510257,0.0
encrypt,99,6413.9110604332955,51311.288483466364,0.0
decrypt,99,51311.288483466364,51311.288483466364,0.0
