encrypt,242,1937.046004842615,15496.36803874092,0.0
decrypt,242,15496.36803874092,15496.36803874092,0.0
encrypt,242,5156.462411093639,41251.699288749114,0.0
decrypt,242,41251.699288749114,41251.699288749114,0.0
encrypt,242,11277.687421650364,90221.49937320291,0.0
decrypt,242,90221.49937320291,90221.49937320291,0.0
encrypt,242,9869.856560803619,78958.85248642895,0.0
decrypt,242,78958.85248642895,78958.85248642895,0.0
encrypt,242,11129.251074984479,89034.00859987583,0.0
decrypt,242,89034.00859987583,89034.00859987583,0.0
