encrypt,354,2656.784030476465,21254.27224381172,0.0
decrypt,354,21254.27224381172,21254.27224381172,0.0
encrypt,354,5301.766356847816,42414.130854782525,0.0
decrypt,354,42414.130854782525,42414.130854782525,0.0
encrypt,354,15549.913465170828,124399.30772136663,0.0
decrypt,354,124399.30772136663,124399.30772136663,0.0
encrypt,354,18507.191141642747,148057.52913314197,0.0
decrypt,354,148057.52913314197,148057.52913314197,0.0
encrypt,354,13369.589848175843,106956.71878540675,0.0
decrypt,354,106956.71878540675,106956.71878540675,0.0
