encrypt,242,1931.5435427381944,15452.348341905556,0.0
decrypt,242,15452.348341905556,15452.348341905556,0.0
encrypt,242,4485.2773550949605,35882.218840759684,0.0
decrypt,242,35882.218840759684,35882.218840759684,0.0
encrypt,242,9963.891187720534,79711.12950176427,0.0
decrypt,242,79711.12950176427,79711.12950176427,0.0
encrypt,242,10290.559474756237,82324.4757980499,0.0
decrypt,242,82324.4757980499,82324.4757980499,0.0
encrypt,242,10289.115646258504,82312.92517006803,0.0
decrypt,242,82312.92517006803,82312.92517006803,0.0
