encrypt,99,858.8769706454938,6871.01576516395,0.0
decrypt,99,6871.01576516395,6871.01576516395,0.0
encrypt,99,1823.9501232548114,14591.600986038491,0.0
decrypt,99,14591.600986038491,14591.600986038491,0.0
encrypt,99,5006.878135620651,40055.02508496521,0.0
decrypt,99,40055.02508496521,40055.02508496521,0.0
encrypt,99,4685.082036259695,37480.65629007756,0.0
decrypt,99,37480.65629007756,37480.65629007756,0.0
encrypt,99,6036.658983646143,48293.27186916914,0.0
decrypt,99,48293.27186916914,48293.27186916914,0.0
encrypt,242,7609.727873615627,60877.822988925014,0.0
