encrypt,99,690.0,143.37752257544264,1147.0201806035411,0.0
decrypt,112,384.0,291.5494394962026,2332.3955159696206,0.0
encrypt,112,223.0,500.3091195631587,4002.4729565052694,2.918973332243375
decrypt,112,215.0,519.8829706298615,4159.063765038892,3.86064195009559
encrypt,112,204.0,548.8848081917137,4391.078465533709,3.57406881031586
decrypt,112,201.0,554.8886432625867,4439.109146100694,4.43797938992756
encrypt,112,189.0,589.6120878901047,4716.896703120838,4.35361244753382
decrypt,112,191.0,584.4794610264398,4675.835688211519,2.27663600434378
encrypt,112,208.0,537.9176726607666,4303.341381286133,2.53089657212786
decrypt,112,217.0,515.2877122743834,4122.301698195067,4.813378030877
