encrypt,242,412.0,239.07501284781216,1912.6001027824973,3.087221363453286
decrypt,256,437.0,401.478759185983,3211.830073487864,7.157753996813482
encrypt,256,479.0,533.8435988398911,4270.748790719129,3.2583200289609913
decrypt,256,489.0,522.5421840548702,4180.337472438961,6.964597378648186
encrypt,256,501.0,510.5324234954201,4084.259387963361,4.78482908974298
decrypt,256,443.0,576.8677388745085,4614.941910996068,7.39310376469143
encrypt,256,478.0,535.1771300415619,4281.417040332495,5.7304198543818
decrypt,256,459.0,557.2508898055956,4458.007118444765,6.2279314102729
encrypt,256,470.0,544.5279198182639,4356.223358546111,3.08820761108188
decrypt,256,476.0,536.8356265930755,4294.685012744604,5.456746319510348
