encrypt,242,971.0,249.2171286726572,1993.7370293812576,22.52732139284034
decrypt,256,630.0,405.70593704679993,3245.6474963743995,12.088069535681969
encrypt,256,518.0,493.90976461533984,3951.2781169227187,29.18954194395177
decrypt,256,459.0,556.8006236166984,4454.404988933587,21.58249855987707
encrypt,256,481.0,531.1573586872446,4249.258869497957,28.35461763979691
decrypt,256,470.0,544.390123572305,4355.12098857844,23.62942224484601
encrypt,256,488.0,523.8176402547309,4190.541122037847,27.13953359892454
decrypt,256,465.0,550.079826037255,4400.63860829804,18.3070031396718
encrypt,256,501.0,510.5504451760562,4084.4035614084496,21.16148890690882
decrypt,256,474.0,539.7538174405,4318.030539524,15.386705530666433
