encrypt,354,1316.0,268.84043651788755,2150.7234921431004,41.866175362706263
decrypt,368,818.0,449.71897452342006,3597.7517961873605,46.71322798661373
encrypt,368,735.0,500.678637239824,4005.429097918592,46.76851659108874
decrypt,368,680.0,540.6743590327512,4325.39487226201,43.29777781818895
encrypt,368,744.0,494.5049481401373,3956.0395851210983,46.19183121484718
decrypt,368,684.0,537.3475531849962,4298.780425479969,47.691752770068497
encrypt,368,732.0,502.2936255663087,4018.3490045304698,46.11366185675416
decrypt,368,687.0,534.9076673781327,4279.261339025062,40.71520009952427
encrypt,368,711.0,517.3314469479412,4138.65157558353,48.0929818013379
decrypt,368,724.0,508.0105533670608,4064.0844269364866,42.817420614191555
